admin2_name,wind_weighted_present,rain_weighted_present,surge_weighted_present,avg_wind_present,avg_rain_present,avg_surge_present,is_coastal_present,n_extreme_present,wind_share_present,rain_share_present,surge_share_present,water_share_present,wind_weighted_future,rain_weighted_future,surge_weighted_future,avg_wind_future,avg_rain_future,avg_surge_future,is_coastal_future,n_extreme_future,wind_share_future,rain_share_future,surge_share_future,water_share_future,wind_share_change,water_share_change,wind_multiplier
Hardee,5.352071407720004,0.5565911204652502,0.0,36.762585265335204,142.08180162581485,0.0,0,128,0.9058008275459594,0.09419917245404058,0.0,0.09419917245404058,5.21749462895108,0.5297935499787592,0.0,39.83166066130866,221.50106718267065,0.0,0,911,0.907818516579517,0.09218148342048305,0.0,0.09218148342048305,0.0020176890335575903,-0.002017689033557535,1.0022275195298993
Hendry,5.415099363427197,0.5583273564701843,0.0,38.11082950583854,158.36296264304474,0.0,0,128,0.9065314797266357,0.09346852027336428,0.0,0.09346852027336428,5.219933857897754,0.5454082433674462,0.0,41.38248568864224,250.51711104915924,0.0,0,890,0.9053988065603675,0.09460119343963244,0.0,0.09460119343963244,-0.0011326731662681944,0.0011326731662681666,0.9987505418271744
Hernando,6.343123797237259,0.6867173528376392,0.8150979615702114,30.96309732225512,114.3828554451286,1.2042053817184426,1,244,0.8085625276328098,0.08753635217107916,0.10390112019611109,0.19143747236719025,6.32682850338814,0.7121461240940214,0.7848657923807327,36.595797204809365,209.0414707376639,1.545076320061421,1,1549,0.8086602184939519,0.09102257789998497,0.10031720360606317,0.19133978150604813,9.76908611420857e-05,-9.769086114211345e-05,1.0001208204162368
Highlands,5.1329573160617965,0.5169849022405446,0.0,35.751511296604264,138.05084439756004,0.0,0,127,0.9084973116068636,0.09150268839313634,0.0,0.09150268839313634,5.1514422244992435,0.5147653801555155,0.0,39.2529404834739,214.6773064034881,0.0,0,895,0.9091516908535722,0.09084830914642777,0.0,0.09084830914642777,0.0006543792467085252,-0.0006543792467085668,1.0007202874883043
Hillsborough,6.376440122893953,0.694200134345154,0.948480494683103,31.756358167726116,119.36583615593095,1.2377049352341394,1,244,0.7951545213189986,0.08656811087160046,0.11827736780940093,0.2048454786810014,6.330278431605697,0.7369501654894961,0.9006044348137446,36.67500715497287,222.31481289891224,1.6779554090893927,1,1548,0.7944793027482763,0.09249066371474117,0.11303003353698256,0.20552069725172373,-0.0006752185707222802,0.0006752185707223357,0.9991508335139663
Holmes,5.1590859573707775,0.5389513068421925,0.0,34.44826458421052,133.26537319044508,0.0,0,107,0.9054145696401243,0.0945854303598757,0.0,0.0945854303598757,5.12270531658183,0.5552733866619312,0.0,37.31341548957009,191.00655889410334,0.0,0,818,0.9022057996898244,0.09779420031017554,0.0,0.09779420031017554,-0.00320876995029995,0.003208769950299839,0.9964560212990881
Indian River,6.326329930170309,0.7203878777285696,1.0329025308559074,33.19069453801159,134.29517230987054,0.4493759171260952,1,210,0.7829984163767415,0.0891611050426652,0.12784047858059333,0.21700158362325853,6.281807677671787,0.7892706301407846,1.1036564932690311,36.54869101173995,221.99080488861813,0.49560768672084676,1,1360,0.7684417697367549,0.0965499981768651,0.13500823208637983,0.23155823026324493,-0.01455664663998657,0.014556646639986404,0.9814090982363078
Jackson,5.22208086894214,0.531408449713266,0.0,33.97676332934503,125.23203998580534,0.0,0,111,0.9076371884466353,0.09236281155336472,0.0,0.09236281155336472,5.13225213967087,0.5449043075323954,0.0,37.64877663631863,192.02730156864388,0.0,0,836,0.904018092050144,0.09598190794985602,0.0,0.09598190794985602,-0.0036190963964912726,0.0036190963964913003,0.9960126177700088
Jefferson,6.415639389475957,0.7113180074015397,1.0803654381128878,31.229429337455596,125.6281234533026,1.8625996081403098,1,226,0.7816969697017495,0.08666870083006464,0.13163432946818562,0.21830303029825027,6.244313155568142,0.6953631611374038,1.0323714201480387,35.556165802349824,199.56290081303632,2.15333474069723,1,1480,0.783275936332094,0.08722516272987728,0.12949890093802877,0.21672406366790603,0.0015789666303445138,-0.0015789666303442362,1.0020199216468078
Lafayette,5.194857485489528,0.5854092432136877,0.0,35.652839774944546,149.1698557667534,0.0,0,118,0.8987227976337655,0.10127720236623447,0.0,0.10127720236623447,5.204937275719784,0.5850518319297677,0.0,40.54858575851937,228.104986049315,0.0,0,869,0.8989545885057338,0.10104541149426613,0.0,0.10104541149426613,0.00023179087196834036,-0.00023179087196834036,1.0002579114189365
Lake,5.258675425909511,0.544891071433744,0.0,34.45558839960634,138.28598262644107,0.0,0,122,0.9061109971457753,0.09388900285422475,0.0,0.09388900285422475,5.07494202704552,0.5176957060402833,0.0,37.73131830544673,201.68978654226663,0.0,0,882,0.9074326407774247,0.0925673592225754,0.0,0.0925673592225754,0.0013216436316494384,-0.0013216436316493413,1.001458589108633
Lee,6.634529000704549,0.764939851225302,1.1697078285050821,34.16225528895542,103.39453295492252,1.8919941294907787,1,244,0.7742317900682859,0.08926643477567756,0.1365017751560367,0.22576820993171426,6.575458070340408,0.7990958875229639,1.14851748334062,38.46155428151673,187.92963156647298,2.096852017856613,1,1549,0.7714892589720616,0.09375679800826373,0.13475394301967475,0.22851074102793847,-0.0027425310962243543,0.0027425310962242155,0.996457738972482
Leon,5.235498515911719,0.5279478264068449,0.0,35.100327866809806,130.05324074525646,0.0,0,114,0.9083971993405497,0.0916028006594502,0.0,0.0916028006594502,5.2070936461819,0.5755469936959516,0.0,39.14904082127857,212.40789359694634,0.0,0,855,0.9004698667029551,0.09953013329704491,0.0,0.09953013329704491,-0.007927332637594597,0.007927332637594708,0.9912732749029285
Levy,6.338553334082839,0.6976585086886334,0.93325539389482,31.07174966446444,136.04541737232836,1.6989390790533618,1,235,0.7953547139161488,0.08754142378286142,0.11710386230098992,0.20464528608385135,6.3231946590541295,0.7285899224186454,0.9340242886452128,37.079020211121104,242.46388848561745,2.2614572854423614,1,1516,0.7918039063913517,0.09123558230211948,0.11696051130652879,0.20819609360864827,-0.003550807524797084,0.0035508075247969173,0.9955355673856339
Liberty,5.204603472598171,0.5323197087239822,0.0,35.27542564846486,131.53479366294667,0.0,0,116,0.9072116373360082,0.09278836266399192,0.0,0.09278836266399192,5.23686966223679,0.6082851969684161,0.0,39.92126542168073,243.32400259066776,0.0,0,879,0.8959334334811572,0.10406656651884284,0.0,0.10406656651884284,-0.01127820385485101,0.011278203854850927,0.9875682769149997
Madison,5.387412725806801,0.5712386145618172,0.0,35.9982539011716,145.74141500709746,0.0,0,116,0.90413290156922,0.09586709843077995,0.0,0.09586709843077995,5.094425512785138,0.5532909099818931,0.0,38.43670388196994,212.48628719420438,0.0,0,861,0.9020328096234664,0.0979671903765336,0.0,0.0979671903765336,-0.002100091945753557,0.0021000919457536543,0.9976772309224577
Manatee,6.560682202182311,0.6909962634804198,0.9393805693386162,32.61435242279124,120.98940863615303,0.9568303657935655,1,244,0.8009565276172169,0.08435981971656076,0.11468365266622227,0.19904347238278303,6.398132898806368,0.7750928962436137,0.8807725647731951,37.3096856021942,237.3103444166463,1.136820783608666,1,1546,0.7944045445456034,0.09623703179654367,0.10935842365785287,0.20559545545439653,-0.006551983071613532,0.006551983071613504,0.9918198018922385
Marion,5.1085854365321035,0.5349825911090856,0.0,33.93795763813384,131.78554873614755,0.0,0,122,0.9052049007846036,0.09479509921539643,0.0,0.09479509921539643,5.100525073971844,0.5171654793757742,0.0,38.63984821853483,198.98574972558623,0.0,0,876,0.9079398420997767,0.09206015790022323,0.0,0.09206015790022323,0.002734941315173156,-0.0027349413151731977,1.0030213505393117
Martin,6.417887601463687,0.7261153031719143,0.7647042214873631,33.04260303033713,136.58260686261923,0.3549113141189785,1,235,0.8114964303413127,0.09181213712839474,0.09669143253029262,0.18850356965868736,6.331772727474499,0.7765533023605725,0.8278867815889827,37.1745439483394,234.39168580563393,0.3825212116411514,1,1514,0.7978330316898775,0.09784935470010786,0.10431761361001467,0.20216696831012254,-0.013663398651435177,0.013663398651435177,0.9831627125633955
Miami-Dade,6.524181813335388,0.7830452315251312,0.8819521047038138,34.861270001414645,106.74868723614996,1.7297106449370903,1,244,0.7966832443374348,0.09561950193344951,0.10769725372911568,0.20331675566256519,6.726763709472085,0.9421280813134884,0.8692313066662632,40.66098035295173,236.96688444777456,2.1617483459309232,1,1550,0.787850401393212,0.11034369855766803,0.10180590004911984,0.21214959860678786,-0.008832842944222707,0.00883284294422268,0.9889129801498856
Monroe,6.432476853162864,0.850569227043365,0.9144335160108914,34.98784414359846,108.41560004452505,1.7808985233394672,1,244,0.784689583872981,0.10375984679923766,0.11155056932778142,0.21531041612701907,6.738142038796136,0.9605751856742304,0.9168446183187101,40.32154678660746,233.58908674868152,2.245766744672076,1,1549,0.7820896839636438,0.11149304052389784,0.10641727551245855,0.2179103160363564,-0.0025998999093372888,0.0025998999093373443,0.9966867154059762
Nassau,6.182302131417915,0.7453984902133801,0.8460199227188964,30.835415443262907,113.00393504573609,0.5420754712821358,1,206,0.7952822713586106,0.0958869676316218,0.10883076100976763,0.20471772864138943,6.068022778945804,0.7562476695641138,0.800934120932101,33.92226783046722,155.55632002550408,0.494478307427235,1,1350,0.7957849161533822,0.09917736143037706,0.10503772241624071,0.20421508384661777,0.0005026447947715784,-0.0005026447947716617,1.0006320331948466
Okaloosa,6.738903126687224,0.7925224879977738,1.0998337821192126,31.614537328857843,132.3519593326769,1.0883851417474073,1,243,0.7807554861788019,0.0918200289857134,0.12742448483548466,0.21924451382119806,6.269729927868865,0.7497354750288929,1.0211125923356148,34.315575700036106,217.1574449586951,1.0653983621768155,1,1546,0.7797610982177767,0.09324397766844027,0.12699492411378288,0.22023890178222316,-0.0009943879610251338,0.000994387961025106,0.9987263772350907
Okeechobee,5.3010965569262725,0.5475267286174735,0.0,36.83537268180059,149.3414853425723,0.0,0,126,0.9063836561382206,0.09361634386177943,0.0,0.09361634386177943,5.165643953341081,0.5599467651847594,0.0,39.229230759733355,235.21202262363275,0.0,0,878,0.9022027957092735,0.09779720429072655,0.0,0.09779720429072655,-0.004180860428947053,0.004180860428947122,0.9953873170586943
Orange,5.2741260268614365,0.539771445762902,0.0,35.57201976395195,144.73957461944153,0.0,0,122,0.9071584168271797,0.09284158317282026,0.0,0.09284158317282026,5.107984267154437,0.5680116118620053,0.0,37.70550506283487,218.21947955780186,0.0,0,876,0.8999274093975501,0.10007259060244993,0.0,0.10007259060244993,-0.007231007429629566,0.007231007429629663,0.9920289474302402
Osceola,5.249245679935636,0.549723980785649,0.0,35.80170709292151,140.62528132221246,0.0,0,124,0.9052031631568712,0.09479683684312869,0.0,0.09479683684312869,5.1180663422641,0.5432375895679098,0.0,38.13741411249431,207.9975641756201,0.0,0,876,0.9040437333679563,0.09595626663204372,0.0,0.09595626663204372,-0.001159429788914923,0.001159429788915034,0.9987191496493766
Palm Beach,6.3065874910657875,0.7652040347126098,0.6173940357548426,32.913454431600115,128.22050011368984,0.3189086746988797,1,241,0.8201892697993676,0.09951691614007901,0.08029381406055351,0.17981073020063254,6.419949701617779,0.8140559406410812,0.6762609734261257,38.08861437859437,235.87805756337875,0.34690464456381914,1,1540,0.8115971323757772,0.10291131515427289,0.08549155246994987,0.18840286762422276,-0.00859213742359033,0.008592137423590218,0.9895242016203258
Pasco,6.321445902127578,0.7061950986569638,0.9367205549681349,31.348351127603028,116.7060030996026,1.0195611095346666,1,240,0.7937165908247327,0.0886693922310543,0.11761401694421313,0.20628340917526744,6.297466259139631,0.7392520440331339,0.89933730647869,36.7751097773708,213.19936672787873,1.2981889654823664,1,1535,0.7935259742233851,0.09315106652404133,0.11332295925257362,0.20647402577661494,-0.00019061660134755964,0.00019061660134750413,0.9997598429923841
Pinellas,6.4251723341841345,0.7006142512932665,0.9842196384128749,31.99818877693984,86.42852933521796,1.2668820141262296,1,244,0.7922524541666818,0.08638886727724236,0.1213586785560759,0.20774754583331828,6.4714117608654025,0.7798712148538676,0.9778511419784628,38.104906442939686,173.34868862751367,1.6535992829055788,1,1548,0.786402514323817,0.09476953512966348,0.11882795054651953,0.213597485676183,-0.005849939842864749,0.005849939842864721,0.9926160659874284
Polk,5.2383383531854655,0.5259124143969472,0.0,35.60275802143456,139.1381699338939,0.0,0,125,0.908763092446528,0.09123690755347212,0.0,0.09123690755347212,5.114067993948971,0.5007552411423836,0.0,38.35702080490914,201.0446774569978,0.0,0,896,0.9108154931730036,0.08918450682699652,0.0,0.08918450682699652,0.0020524007264756117,-0.002052400726475598,1.0022584551942468
Putnam,5.140683776856077,0.5431661718721797,0.0,34.330035188302226,133.19091536980804,0.0,0,118,0.9044369262433272,0.09556307375667288,0.0,0.09556307375667288,5.0987607215514625,0.5634708458206336,0.0,37.90773083905285,200.19283851760133,0.0,0,858,0.900486082365906,0.09951391763409397,0.0,0.09951391763409397,-0.003950843877421173,0.00395084387742109,0.9956317087872214
Santa Rosa,6.468246542949653,0.641041189393322,0.7974549364556166,34.83247050174842,122.15290821829554,1.456750407992721,1,147,0.818067162913307,0.08107525642929853,0.1008575806573945,0.18193283708669303,6.199145011360954,0.6722654070659971,0.8161125977406404,37.10692609744425,202.02813056387453,1.4326305106026342,1,1026,0.8063904326951038,0.08744889682309362,0.10616067048180253,0.19360956730489615,-0.011676730218203257,0.011676730218203119,0.9857264406303512
Sarasota,6.666701967687773,0.706770314650001,1.1467483475250804,33.47005789185806,89.77745721972876,1.086273971445744,1,242,0.7824564946500785,0.08295211419441581,0.13459139115550567,0.21754350534992148,6.487967174815201,0.8062388709442102,1.0270985867653168,38.22111739407269,174.35440169729276,1.2871104314295003,1,1543,0.7796814876186928,0.0968885176722094,0.12342999470909763,0.22031851238130704,-0.002775007031385668,0.002775007031385557,0.9964534679559064
Seminole,5.266629598435349,0.5627315208670916,0.0,35.32505527506745,147.50014241839608,0.0,0,121,0.90346600436131,0.09653399563869013,0.0,0.09653399563869013,5.112212040603176,0.6050557214644133,0.0,37.54667549506117,225.36114162928425,0.0,0,867,0.8941704767653559,0.10582952323464404,0.0,0.10582952323464404,-0.00929552759595409,0.009295527595953909,0.9897112591386044
St. Johns,6.252256422874896,0.7958201311577797,0.824984415450329,31.18983704985048,114.94549292878666,0.5505143247609693,1,227,0.7941328597745457,0.10108141347342295,0.10478572675203132,0.20586714022545427,6.156391598555624,0.843563967103065,0.8327783281146991,34.34113107057322,182.1029876395155,0.5431878269133266,1,1475,0.7859824784102052,0.10769725852344532,0.10632026306634956,0.21401752158979487,-0.008150381364340542,0.008150381364340598,0.9897367534109413
St. Lucie,6.498236293490207,0.7355117989925426,0.8866367789287412,33.09636300168161,132.57374724155733,0.436813605237619,1,231,0.8002374759807018,0.09057597769558619,0.10918654632371205,0.19976252401929823,6.350793151579029,0.8179633665958657,0.98165870844737,36.71873041969144,230.04847233221957,0.4809461034748324,1,1494,0.7791987248496242,0.10035849019373827,0.12044278495663759,0.22080127515037584,-0.02103875113107767,0.021038751131077615,0.9737093653289677
Sumter,5.1608118897128925,0.521253825952731,0.0,34.39367022155183,132.90763557743333,0.0,0,124,0.9082633232284486,0.09173667677155137,0.0,0.09173667677155137,5.098500700682858,0.5324076190747284,0.0,38.98187648248018,212.02858962015867,0.0,0,894,0.9054490698762346,0.09455093012376534,0.0,0.09455093012376534,-0.002814253352213969,0.002814253352213969,0.9969015006108464
Suwannee,5.24128055821125,0.560986761831685,0.0,35.02315381929339,136.0973976600762,0.0,0,116,0.9033159399785232,0.0966840600214769,0.0,0.0966840600214769,5.14411984232098,0.5538286329809743,0.0,39.53301125817252,197.77638299998623,0.0,0,854,0.9028020987937022,0.09719790120629776,0.0,0.09719790120629776,-0.0005138411848210067,0.0005138411848208541,0.9994311611673395
Taylor,6.469434320107775,0.6680924600296827,1.0394880555509065,32.12736426681749,112.91668017299433,2.2731160013423453,1,226,0.7911731175871297,0.08170371137322766,0.12712317103964255,0.2088268824128702,6.287944423349198,0.6590343310705049,0.9750800489872865,36.6251500128043,185.58291809440448,2.5392615894810477,1,1480,0.7937260476588461,0.08318978026104504,0.12308417208010877,0.2062739523411538,0.0025529300717164194,-0.0025529300717163916,1.0032267654385203
Union,5.148118221478769,0.5308925006026483,0.0,33.927103412621975,129.08895894304334,0.0,0,117,0.9065167286023242,0.09348327139767586,0.0,0.09348327139767586,5.1024699509629174,0.5313417788254713,0.0,38.522892350898054,184.98751277691142,0.0,0,853,0.905686983465202,0.09431301653479801,0.0,0.09431301653479801,-0.0008297451371221953,0.0008297451371221537,0.9990846885546155
Volusia,6.1946605239976975,0.7203983831241954,0.866820138387775,31.247143996077835,120.87636740654462,0.465236853607583,1,211,0.7960365983293157,0.09257383453420323,0.11138956713648117,0.20396340167068439,6.158372028470167,0.795882948054927,0.9183401761586137,34.802376955215614,198.58898646639267,0.4863848698272741,1,1372,0.7822543785159364,0.1010953735863855,0.11665024789767814,0.21774562148406362,-0.013782219813379348,0.013782219813379237,0.9826864495397513
Wakulla,6.495010471793346,0.7081074866119246,1.0900452372034999,31.63626861487626,84.61472176225911,1.9330159661974236,1,229,0.7831764935281214,0.08538448718661024,0.1314390192852685,0.21682350647187873,6.3872075370919426,0.7515040255105062,1.064102250658661,36.67844354040631,152.52478282851538,2.3700762984724766,1,1490,0.7786605526467076,0.09161539474364083,0.1297240526096516,0.22133944735329245,-0.004515940881413716,0.004515940881413716,0.9942338145759841
Walton,6.492872629761589,0.7407052266499183,1.1669441023552451,30.716178655881137,137.19606937604925,0.985957199995164,1,244,0.772913000124433,0.08817371471506258,0.13891328516050444,0.22708699987556702,6.306030582532516,0.7279707134776634,1.04818190945004,34.41381311020654,226.8873719241255,0.9801113807354522,1,1549,0.7802385100936888,0.0900710482516476,0.1296904416546635,0.2197614899063111,0.00732550996925585,-0.007325509969255906,1.0094777937077997
Washington,5.27123455872908,0.5389018219056994,0.0,35.19784716057673,137.97970845055377,0.0,0,112,0.9072479909934882,0.09275200900651188,0.0,0.09275200900651188,5.213219980482498,0.5735968836886692,0.0,38.68464379299039,223.61936199721134,0.0,0,853,0.9008786873419012,0.09912131265809881,0.0,0.09912131265809881,-0.006369303651586944,0.00636930365158693,0.9929795340250771
